,1,2,4,Cost,RT
2248,1664.0,2432.0,1472.0,64.56555555555555,2249.152111111111
2249,1664.0,2432.0,1664.0,65.03333333333333,2158.176444444444
2250,1664.0,2432.0,1856.0,68.15333333333334,2126.197333333333
2251,1664.0,2432.0,2048.0,71.28333333333333,2096.5536666666667
2252,1664.0,2432.0,2240.0,70.36111111111111,2051.7727777777777
2253,1664.0,2432.0,2432.0,77.53333333333335,2068.7072222222223
2254,1664.0,2432.0,2624.0,80.66333333333333,2067.4575555555557
2255,1664.0,2432.0,2816.0,88.87666666666667,2206.4422222222224
2256,1664.0,2432.0,3008.0,81.47222222222223,2055.9881111111113
2257,1664.0,2624.0,128.0,53.31555555555556,8042.782666666668
2258,1664.0,2624.0,320.0,55.19555555555556,4219.164555555557
2259,1664.0,2624.0,512.0,57.52,3324.3161111111112
2260,1664.0,2624.0,704.0,59.36,2867.1578888888885
2261,1664.0,2624.0,896.0,60.06111111111112,2561.5732222222223
2262,1664.0,2624.0,1088.0,62.6,2452.418
2263,1664.0,2624.0,1280.0,62.14222222222222,2257.4807777777773
2264,1664.0,2624.0,1472.0,65.6088888888889,2252.089333333333
2265,1664.0,2624.0,1664.0,66.07666666666668,2161.113666666666
2266,1664.0,2624.0,1856.0,69.19666666666667,2129.1345555555554
2267,1664.0,2624.0,2048.0,72.32666666666667,2099.490888888889
2268,1664.0,2624.0,2240.0,71.40444444444445,2054.71
2269,1664.0,2624.0,2432.0,78.57666666666667,2071.644444444444
2270,1664.0,2624.0,2624.0,81.70666666666666,2070.394777777778
2271,1664.0,2624.0,2816.0,89.92,2209.3794444444447
2272,1664.0,2624.0,3008.0,82.51555555555555,2058.9253333333336
2273,1664.0,2816.0,128.0,54.35555555555556,8042.2894444444455
2274,1664.0,2816.0,320.0,56.23555555555556,4218.671333333335
2275,1664.0,2816.0,512.0,58.56000000000001,3323.822888888889
2276,1664.0,2816.0,704.0,60.400000000000006,2866.664666666666
2277,1664.0,2816.0,896.0,61.10111111111112,2561.08
2278,1664.0,2816.0,1088.0,63.64000000000001,2451.9247777777778
2279,1664.0,2816.0,1280.0,63.18222222222222,2256.9875555555554
2280,1664.0,2816.0,1472.0,66.6488888888889,2251.596111111111
2281,1664.0,2816.0,1664.0,67.11666666666667,2160.6204444444443
2282,1664.0,2816.0,1856.0,70.23666666666668,2128.6413333333335
2283,1664.0,2816.0,2048.0,73.36666666666667,2098.9976666666666
2284,1664.0,2816.0,2240.0,72.44444444444444,2054.2167777777777
2285,1664.0,2816.0,2432.0,79.61666666666667,2071.1512222222223
2286,1664.0,2816.0,2624.0,82.74666666666667,2069.9015555555557
2287,1664.0,2816.0,2816.0,90.96000000000001,2208.8862222222224
2288,1664.0,2816.0,3008.0,83.55555555555556,2058.432111111111
2289,1664.0,3008.0,128.0,55.39888888888889,8039.103666666668
2290,1664.0,3008.0,320.0,57.278888888888886,4215.485555555557
2291,1664.0,3008.0,512.0,59.60333333333334,3320.637111111111
2292,1664.0,3008.0,704.0,61.443333333333335,2863.4788888888884
2293,1664.0,3008.0,896.0,62.144444444444446,2557.894222222222
2294,1664.0,3008.0,1088.0,64.68333333333334,2448.739
2295,1664.0,3008.0,1280.0,64.22555555555556,2253.8017777777777
2296,1664.0,3008.0,1472.0,67.69222222222223,2248.4103333333333
2297,1664.0,3008.0,1664.0,68.16,2157.4346666666665
2298,1664.0,3008.0,1856.0,71.28000000000002,2125.4555555555557
2299,1664.0,3008.0,2048.0,74.41000000000001,2095.811888888889
2300,1664.0,3008.0,2240.0,73.4877777777778,2051.031
